ID,country,owner_age,attitude_stable_business_environment,attitude_worried_shutdown,compliance_income_tax,perception_insurance_doesnt_cover_losses,perception_cannot_afford_insurance,personal_income,business_expenses,business_turnover,business_age_years,motor_vehicle_insurance,has_mobile_money,current_problem_cash_flow,has_cellphone,owner_sex,offers_credit_to_customers,attitude_satisfied_with_achievement,has_credit_card,keeps_financial_records,perception_insurance_companies_dont_insure_businesses_like_yours,perception_insurance_important,has_insurance,covid_essential_service,attitude_more_successful_next_year,problem_sourcing_money,marketing_word_of_mouth,has_loan_account,has_internet_banking,has_debit_card,future_risk_theft_stock,business_age_months,medical_insurance,funeral_insurance,motivation_make_more_money,uses_friends_family_savings,uses_informal_lender,Target
ID_DUMMY000793,lesotho,31.97985766183838,Yes,No,Yes,No,Don't know or N/A,2638.1907976589955,224.15528528083104,20.1557613079008,13.194174074456997,Have now,Never had,No,No,Male,"Yes, always",No,Never had,No,Don't know or N/A,Yes,No,Yes,No,No,Yes,Used to have but don't have now,Have now,Have now,No,76.93033242985913,Have now,Used to have but don't have now,No,Never had,Never had,Low
ID_DUMMY000794,malawi,43.144801709040706,Yes,No,No,Don't know or N/A,No,60.39320293932929,647.8931915328666,33.3472073728027,2.1947266463424024,Used to have but don't have now,Have now,,No,Female,"Yes, sometimes",Yes,Used to have but don't have now,"Yes, always",Don't know or N/A,Yes,Yes,No,Yes,Yes,No,Never had,Used to have but don't have now,Have now,No,81.90140761394402,Have now,Never had,Yes,Never had,Have now,Medium
ID_DUMMY000795,malawi,55.06484331351876,Yes,No,Yes,No,Don't know or N/A,19766.409524772473,284.03982897445906,235.32960071573717,0.6690927755226515,Have now,Used to have but don't have now,No,Yes,Male,"Yes, always",Yes,Have now,No,No,No,No,Yes,No,No,Yes,Never had,Have now,Used to have but don't have now,No,78.6611966215335,Have now,Used to have but don't have now,Yes,Never had,Never had,Low
ID_DUMMY000796,lesotho,41.22981570589849,Yes,Yes,Yes,No,Yes,1134.9510694689418,75.81243871299363,32.627567686354965,0.4004632858983886,Never had,Used to have but don't have now,No,Yes,Female,"Yes, always",No,Used to have but don't have now,No,No,Don't know or N/A,Yes,Yes,Don't know,No,No,Used to have but don't have now,Never had,Have now,No,80.49180305316429,Have now,Never had,No,Never had,Never had,Low
ID_DUMMY000797,eswatini,33.362922197030414,Yes,Yes,Yes,No,No,11988.794228323623,6375.153288220905,1107.0116997678242,10.482754077177301,Never had,Used to have but don't have now,,No,Male,No,Yes,Never had,"Yes, always",Yes,Don't know or N/A,No,Yes,No,No,Yes,Never had,Have now,Never had,Yes,29.181597631707113,Used to have but don't have now,Used to have but don't have now,No,Never had,Never had,Medium
ID_DUMMY000798,zimbabwe,23.716773163605097,Yes,Yes,Yes,Yes,Don't know or N/A,4657.835384768906,2509.4752781294414,6151.273270047732,0.24997762539450644,Have now,Used to have but don't have now,,Yes,Male,"Yes, always",No,Never had,"Yes, always",Yes,No,No,Yes,Yes,Yes,No,Used to have but don't have now,Never had,Used to have but don't have now,No,101.2474551252309,Used to have but don't have now,Used to have but don't have now,No,Never had,Used to have but don't have now,Low
ID_DUMMY000799,eswatini,16.758967569970423,Don't know or N/A,No,Yes,No,Don't know or N/A,650.2061460525543,293.7135935025068,2164.1793553597377,7.066201815154283,Used to have but don't have now,Used to have but don't have now,Yes,No,Male,No,No,Used to have but don't have now,"Yes, sometimes",Don't know or N/A,No,No,Yes,Don't know,Yes,Yes,Never had,Have now,Have now,Yes,69.89220922659551,Have now,Used to have but don't have now,Yes,Used to have but don't have now,Never had,Medium
ID_DUMMY000800,eswatini,34.060414235583124,No,Yes,No,Don't know or N/A,Don't know or N/A,1101.9702614641901,6151.849383243772,3083.5551794887906,0.08826558707916064,Never had,Have now,Yes,No,Male,No,Yes,Have now,"Yes, always",No,Yes,No,Yes,Don't know,Yes,No,Never had,Never had,Never had,No,5.880557396552826,Have now,Have now,No,Never had,Used to have but don't have now,Low
ID_DUMMY000801,zimbabwe,55.21181813425569,No,No,Yes,Yes,No,5310.578246853982,193.31579049378584,164.08243621817175,4.535992180495252,Have now,Used to have but don't have now,Yes,Yes,Male,"Yes, sometimes",Yes,Used to have but don't have now,No,Don't know or N/A,Don't know or N/A,No,No,No,Yes,Yes,Never had,Used to have but don't have now,Have now,No,32.90554669489764,Never had,Never had,Yes,Have now,Never had,Low
ID_DUMMY000802,zimbabwe,54.2631618770441,Yes,No,Yes,No,Don't know or N/A,120417.99764330348,3884.144367365022,14663.39365677313,1.152615996404674,Used to have but don't have now,Have now,,No,Female,"Yes, sometimes",No,Used to have but don't have now,"Yes, sometimes",Yes,No,No,No,Yes,No,Yes,Never had,Used to have but don't have now,Have now,Yes,42.297725633202134,Never had,Have now,Yes,Used to have but don't have now,Never had,Medium
ID_DUMMY000803,lesotho,50.20095198901064,No,Yes,No,Yes,Yes,6873.038030869224,1288.4130696658428,3631.0192215665165,1.0173255125667338,Have now,Never had,Yes,Yes,Female,"Yes, always",No,Never had,"Yes, sometimes",Yes,Don't know or N/A,Yes,Yes,Don't know,Yes,No,Used to have but don't have now,Have now,Used to have but don't have now,Yes,12.678041453871685,Never had,Never had,Yes,Have now,Never had,Medium
ID_DUMMY000804,lesotho,43.87822578949847,Don't know or N/A,Yes,Yes,No,Yes,38856.6192017757,7650.133496761907,4815.507094256193,6.0747850140101125,Never had,Never had,Yes,No,Male,"Yes, sometimes",No,Used to have but don't have now,"Yes, sometimes",Don't know or N/A,Don't know or N/A,No,No,No,Yes,Yes,Used to have but don't have now,Used to have but don't have now,Have now,Yes,100.1349903427316,Have now,Used to have but don't have now,Yes,Never had,Never had,Medium
ID_DUMMY000805,malawi,34.46596321558457,Yes,Yes,No,No,No,13536.28788644237,135.40325454505245,12052.227711221829,15.846985023009577,Have now,Never had,No,No,Male,"Yes, sometimes",No,Never had,No,No,No,Yes,Yes,Don't know,Yes,No,Have now,Have now,Never had,Yes,4.010828692260451,Never had,Used to have but don't have now,No,Used to have but don't have now,Have now,Medium
ID_DUMMY000806,eswatini,25.665724722807578,No,No,No,Yes,No,5279.605054346528,308.6688632646068,4895.6394000735745,1.3419028332078364,Used to have but don't have now,Never had,,No,Male,"Yes, always",No,Never had,"Yes, always",No,No,No,No,No,No,No,Have now,Never had,Never had,No,59.32449732549097,Never had,Have now,Yes,Never had,Have now,Low
ID_DUMMY000807,zimbabwe,45.04839557222175,Yes,No,Yes,No,No,938.383248766715,4112.227293319394,1812.3619888046367,0.7927198310638528,Have now,Used to have but don't have now,No,Yes,Female,No,Yes,Never had,"Yes, always",No,No,No,Yes,Don't know,Yes,Yes,Have now,Have now,Never had,No,77.51134716276472,Used to have but don't have now,Have now,No,Used to have but don't have now,Never had,Low
ID_DUMMY000808,lesotho,32.928013222871655,Yes,Yes,Yes,No,No,1191.2074407683108,3964.177689941357,37022.412743187655,7.028965323619332,Have now,Used to have but don't have now,,No,Male,"Yes, sometimes",Yes,Used to have but don't have now,No,No,Yes,No,No,No,No,Yes,Never had,Have now,Used to have but don't have now,No,37.135509173541884,Used to have but don't have now,Never had,Yes,Have now,Never had,Medium
ID_DUMMY000809,zimbabwe,13.963870987291575,No,Yes,No,No,No,273.58741799085084,260.2993502189495,158.45717364859962,4.157382682724594,Used to have but don't have now,Never had,No,Yes,Male,No,No,Used to have but don't have now,No,No,Don't know or N/A,Yes,No,Don't know,Yes,No,Used to have but don't have now,Used to have but don't have now,Have now,Yes,30.27872931164943,Never had,Never had,No,Have now,Never had,Medium
ID_DUMMY000810,malawi,37.431187627265665,Yes,No,Yes,Don't know or N/A,Don't know or N/A,6366.535959346032,3089.328490183432,2916.415543806813,0.9241200570057446,Used to have but don't have now,Never had,No,Yes,Female,No,Yes,Have now,No,No,No,No,Yes,No,Yes,No,Have now,Have now,Never had,No,116.1992352119106,Used to have but don't have now,Used to have but don't have now,No,Have now,Used to have but don't have now,Low
ID_DUMMY000811,malawi,47.89315811380448,No,No,Yes,No,Yes,2593.945689054318,184.84357327626574,12137.626386962964,1.0431378793646342,Used to have but don't have now,Used to have but don't have now,Yes,Yes,Female,"Yes, always",Yes,Have now,"Yes, always",No,Don't know or N/A,Yes,No,Don't know,Yes,Yes,Never had,Used to have but don't have now,Never had,Yes,36.44820554701192,Used to have but don't have now,Never had,No,Never had,Never had,Medium
ID_DUMMY000812,eswatini,37.86498549034722,No,No,No,No,Don't know or N/A,480.2842717467246,586.313381304384,3358.658975361886,0.6981522458447776,Never had,Have now,Yes,No,Male,"Yes, always",No,Never had,No,Don't know or N/A,No,Yes,No,No,No,Yes,Never had,Have now,Never had,Yes,77.21147394207969,Have now,Used to have but don't have now,Yes,Never had,Used to have but don't have now,Low
ID_DUMMY000813,zimbabwe,34.147535524615066,Yes,Yes,Yes,Don't know or N/A,No,25556.98668044997,2309.0701190366312,75744.1937923069,5.652438732231034,Used to have but don't have now,Used to have but don't have now,Yes,Yes,Female,"Yes, always",No,Have now,"Yes, sometimes",Yes,Yes,No,Yes,Yes,No,No,Never had,Never had,Never had,No,81.92053829553112,Never had,Have now,Yes,Have now,Used to have but don't have now,Medium
ID_DUMMY000814,eswatini,23.345577394530377,Yes,No,Yes,Yes,Yes,13735.248670820205,1012.6640367413563,670.6401832869758,11.080839177282746,Have now,Have now,Yes,No,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,Don't know or N/A,No,No,No,Yes,Yes,Used to have but don't have now,Never had,Used to have but don't have now,Yes,68.33967102222911,Used to have but don't have now,Have now,No,Have now,Never had,Medium
ID_DUMMY000815,zimbabwe,46.00997909205054,No,No,Yes,Don't know or N/A,Don't know or N/A,514.4263505023754,3339.874032332221,573.8353016727219,0.5660066186709765,Never had,Used to have but don't have now,,Yes,Male,"Yes, sometimes",Yes,Have now,"Yes, always",Don't know or N/A,Yes,Yes,Yes,No,Yes,No,Used to have but don't have now,Never had,Have now,No,93.68391650059544,Never had,Never had,No,Used to have but don't have now,Have now,Medium
ID_DUMMY000816,lesotho,37.37360497917249,No,No,Yes,No,Yes,13800.856715904714,230.37523136254163,59955.09436234619,2.87917732412566,Used to have but don't have now,Used to have but don't have now,No,No,Male,No,No,Have now,No,Don't know or N/A,Don't know or N/A,No,Yes,No,Yes,No,Have now,Never had,Have now,No,37.244506692974404,Have now,Have now,Yes,Never had,Never had,Low
ID_DUMMY000817,eswatini,44.44254267930089,Don't know or N/A,Yes,Yes,Don't know or N/A,Yes,9591.459373314125,943.2076115785787,1630.5892549821372,1.5598551563164251,Never had,Never had,Yes,No,Female,"Yes, always",Yes,Have now,"Yes, sometimes",Don't know or N/A,Don't know or N/A,Yes,Yes,Yes,Yes,No,Never had,Never had,Never had,Yes,109.46498841378308,Never had,Never had,Yes,Have now,Never had,Medium
ID_DUMMY000818,eswatini,56.71817509521887,Yes,No,No,No,Yes,15973.68929252209,4061.211172707084,317.6397560227916,0.14262244397212923,Never had,Used to have but don't have now,,Yes,Female,"Yes, sometimes",No,Used to have but don't have now,No,Yes,Yes,No,No,Don't know,Yes,Yes,Never had,Never had,Never had,No,45.03856149276166,Never had,Have now,Yes,Used to have but don't have now,Have now,Low
ID_DUMMY000819,zimbabwe,27.93278349172641,Yes,Yes,No,Don't know or N/A,Don't know or N/A,6126.190402094615,489.57191349754413,5882.4398407384315,5.281804605527639,Used to have but don't have now,Used to have but don't have now,,Yes,Male,"Yes, always",No,Have now,"Yes, always",Yes,Don't know or N/A,Yes,No,No,No,No,Used to have but don't have now,Used to have but don't have now,Used to have but don't have now,Yes,48.62365710903956,Never had,Never had,Yes,Never had,Have now,Medium
ID_DUMMY000820,lesotho,29.244008096895257,Yes,Yes,No,No,No,4622.101146951302,3596.7608861736635,647.3241836369258,36.695002834376666,Used to have but don't have now,Have now,No,Yes,Male,"Yes, always",No,Never had,No,No,Don't know or N/A,Yes,Yes,No,No,Yes,Used to have but don't have now,Never had,Never had,No,25.37175095986934,Have now,Never had,Yes,Never had,Have now,Medium
ID_DUMMY000821,malawi,50.22962372119541,Yes,No,Yes,No,No,255.09417849345846,9683.479312251327,1854.6822692327344,0.729442009637046,Have now,Have now,Yes,No,Female,"Yes, sometimes",Yes,Never had,No,Yes,Don't know or N/A,No,Yes,No,Yes,Yes,Never had,Used to have but don't have now,Used to have but don't have now,Yes,117.29258210448148,Used to have but don't have now,Used to have but don't have now,No,Have now,Never had,Low
ID_DUMMY000822,malawi,32.84306310437344,Yes,Yes,Yes,Don't know or N/A,Yes,1638.6638369004042,3689.9895464459373,631.4258238695905,2.376613610177816,Never had,Have now,,Yes,Female,"Yes, sometimes",Yes,Have now,"Yes, always",No,Yes,Yes,Yes,Don't know,Yes,No,Never had,Used to have but don't have now,Never had,No,10.607636057611005,Have now,Used to have but don't have now,No,Used to have but don't have now,Never had,Medium
ID_DUMMY000823,malawi,25.876454646760383,No,Yes,No,Don't know or N/A,Don't know or N/A,113673.7538094519,468.9087155639238,8078.085780748507,0.36322280964980125,Have now,Never had,Yes,Yes,Male,No,No,Used to have but don't have now,No,No,Don't know or N/A,Yes,Yes,Don't know,Yes,No,Used to have but don't have now,Have now,Have now,Yes,6.795066885306964,Have now,Have now,No,Used to have but don't have now,Never had,Medium
ID_DUMMY000824,zimbabwe,42.51364100377327,Yes,Yes,No,No,Yes,416.10261438413994,1086.8815767791682,7414.590319126849,9.25581144203833,Have now,Used to have but don't have now,Yes,Yes,Female,"Yes, sometimes",No,Have now,"Yes, sometimes",Yes,Don't know or N/A,No,No,Don't know,Yes,Yes,Have now,Used to have but don't have now,Have now,No,53.50639438317694,Never had,Have now,Yes,Never had,Used to have but don't have now,Medium
ID_DUMMY000825,malawi,52.25818471338236,No,No,Yes,Don't know or N/A,Don't know or N/A,18729.02445235122,550.3282077388159,258.85902124676244,5.070925892504658,Never had,Have now,No,Yes,Female,No,No,Never had,No,No,Yes,Yes,Yes,Yes,No,Yes,Never had,Used to have but don't have now,Never had,No,8.483592982123941,Used to have but don't have now,Used to have but don't have now,No,Never had,Have now,Medium
ID_DUMMY000826,lesotho,46.54944056238827,Yes,No,Yes,Don't know or N/A,No,38.73940079369401,1083.3682290659347,2403.209958910073,8.465640157676816,Never had,Used to have but don't have now,Yes,Yes,Male,"Yes, always",Yes,Have now,"Yes, always",No,Don't know or N/A,Yes,Yes,Yes,No,No,Never had,Used to have but don't have now,Have now,Yes,51.84807420799413,Never had,Have now,No,Never had,Have now,Medium
ID_DUMMY000827,malawi,45.06136089101045,Yes,No,No,Yes,Yes,40961.33353383412,793.187168371761,9773.78896873966,4.635550501401643,Never had,Have now,No,Yes,Male,No,Yes,Used to have but don't have now,"Yes, always",Yes,Don't know or N/A,Yes,Yes,Yes,No,Yes,Used to have but don't have now,Used to have but don't have now,Never had,Yes,75.60224167425929,Never had,Have now,No,Never had,Never had,Medium
ID_DUMMY000828,zimbabwe,26.894300878855205,No,Yes,Yes,No,Yes,1794.7981528168584,653.4414547479424,4361.878809514872,1.1881571613140782,Used to have but don't have now,Never had,No,No,Male,"Yes, sometimes",No,Have now,"Yes, sometimes",Yes,Don't know or N/A,No,Yes,No,No,Yes,Have now,Have now,Never had,No,88.32424805112787,Never had,Never had,No,Never had,Have now,Low
ID_DUMMY000829,zimbabwe,40.81406216700325,Yes,No,No,Yes,No,52.464950424682975,9536.840343601245,718.9029480655039,0.7767011751116064,Have now,Used to have but don't have now,Yes,Yes,Male,"Yes, always",Yes,Have now,"Yes, always",Yes,Don't know or N/A,No,No,Don't know,Yes,No,Have now,Never had,Never had,Yes,1.0342803110136334,Have now,Have now,No,Have now,Never had,Low
ID_DUMMY000830,zimbabwe,40.670367278133966,No,Yes,No,No,Don't know or N/A,1604.7135915754072,6118.311033623208,10.940684958332138,0.03745564495861902,Have now,Used to have but don't have now,No,No,Female,"Yes, always",No,Used to have but don't have now,"Yes, always",No,Don't know or N/A,No,Yes,Don't know,Yes,No,Have now,Never had,Have now,No,50.72239435889109,Have now,Never had,No,Never had,Never had,Low
ID_DUMMY000831,lesotho,34.55636334889981,Don't know or N/A,Yes,Yes,No,Don't know or N/A,94131.97738426388,289.7463287448641,7253.4545137722225,8.387031664297618,Never had,Never had,Yes,No,Male,"Yes, sometimes",No,Have now,"Yes, sometimes",Yes,No,Yes,Yes,No,No,No,Have now,Never had,Used to have but don't have now,No,70.61174885441427,Used to have but don't have now,Have now,No,Used to have but don't have now,Never had,High
ID_DUMMY000832,zimbabwe,31.993730982669938,No,No,No,Don't know or N/A,Yes,688.1881000162651,5676.583652991614,3887.720810465626,2.6860856982106007,Have now,Never had,No,Yes,Female,No,No,Never had,"Yes, always",Don't know or N/A,No,No,Yes,Don't know,Yes,Yes,Used to have but don't have now,Have now,Never had,No,30.996051495311065,Used to have but don't have now,Have now,No,Used to have but don't have now,Have now,Low
ID_DUMMY000833,zimbabwe,44.63659184617673,Yes,No,No,Yes,No,15923.136289310067,395.89697774992504,9.528994644355262,1.1423917047700014,Used to have but don't have now,Used to have but don't have now,Yes,Yes,Male,"Yes, sometimes",Yes,Have now,No,No,Yes,No,No,Don't know,No,Yes,Have now,Never had,Have now,No,75.21631560778127,Have now,Never had,No,Never had,Have now,Low
ID_DUMMY000834,lesotho,15.791934422531064,Yes,No,No,No,No,10.333056757253116,3718.1119953393527,2279.0441708283865,8.067684003548298,Have now,Have now,Yes,No,Male,"Yes, sometimes",Yes,Have now,No,No,Don't know or N/A,Yes,No,Don't know,Yes,Yes,Never had,Have now,Have now,Yes,54.13560837574097,Used to have but don't have now,Never had,Yes,Used to have but don't have now,Have now,Medium
ID_DUMMY000835,malawi,47.64789619627687,Yes,No,No,Yes,No,75553.78649036406,135.76110927553486,1699.023370264107,3.117511067579936,Never had,Have now,No,No,Male,"Yes, sometimes",Yes,Never had,No,Yes,No,No,No,Don't know,Yes,Yes,Never had,Have now,Have now,No,29.49823044270896,Used to have but don't have now,Never had,Yes,Have now,Have now,Medium
ID_DUMMY000836,eswatini,37.01660975479987,Don't know or N/A,Yes,Yes,Don't know or N/A,Yes,10438.198348129737,1174.2040839718818,5553.217946545337,4.992175026026282,Have now,Have now,No,No,Male,No,Yes,Used to have but don't have now,"Yes, sometimes",Don't know or N/A,Don't know or N/A,No,No,Yes,No,Yes,Have now,Have now,Never had,No,65.15285333871932,Never had,Have now,Yes,Used to have but don't have now,Used to have but don't have now,Medium
ID_DUMMY000837,lesotho,36.216440136566504,No,Yes,No,Don't know or N/A,No,453.93526449988656,1586.2458820147126,426.6209658197759,2.960849041080727,Never had,Used to have but don't have now,,No,Male,"Yes, always",Yes,Used to have but don't have now,"Yes, sometimes",Yes,No,No,Yes,Don't know,No,No,Never had,Have now,Have now,Yes,93.35819658851241,Never had,Never had,Yes,Have now,Never had,Low
ID_DUMMY000838,eswatini,33.213083585512116,No,Yes,Yes,Don't know or N/A,Don't know or N/A,1161.385023564611,3221.5765651044085,1361.1094662728538,6.1966497469470525,Never had,Used to have but don't have now,,Yes,Female,"Yes, always",Yes,Have now,No,No,Yes,Yes,No,Yes,No,Yes,Used to have but don't have now,Have now,Have now,No,50.27083497515024,Never had,Have now,No,Never had,Never had,Medium
ID_DUMMY000839,zimbabwe,29.725961912059,Don't know or N/A,Yes,Yes,Don't know or N/A,Yes,3200.7234714607766,2917.4324993262735,95.92789363241965,0.5797618708386768,Have now,Have now,,Yes,Male,"Yes, sometimes",No,Used to have but don't have now,No,No,No,Yes,No,Don't know,Yes,Yes,Used to have but don't have now,Have now,Used to have but don't have now,No,115.90040025691003,Never had,Never had,No,Have now,Used to have but don't have now,Low
ID_DUMMY000840,zimbabwe,45.7631260168711,No,Yes,No,Don't know or N/A,Yes,361.3274637766933,3767.5272796257186,319.6504894910023,7.4989139221039345,Never had,Used to have but don't have now,Yes,Yes,Female,No,Yes,Have now,"Yes, sometimes",Don't know or N/A,Yes,No,No,Don't know,No,Yes,Used to have but don't have now,Never had,Have now,Yes,80.81036746937191,Never had,Have now,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_DUMMY000841,zimbabwe,50.33723830759366,Don't know or N/A,Yes,No,Yes,Yes,4927.727938853465,775.1438194382655,640.6253204858743,1.4270065743282434,Have now,Never had,Yes,No,Male,No,Yes,Have now,No,No,Yes,No,Yes,Yes,Yes,Yes,Used to have but don't have now,Used to have but don't have now,Never had,No,118.56167544785059,Never had,Have now,Yes,Used to have but don't have now,Never had,Low
ID_DUMMY000842,lesotho,57.652416289805245,Don't know or N/A,Yes,No,No,Don't know or N/A,735.8376864292992,231.45856893933956,5988.906277642387,1.3655943639142603,Have now,Never had,,Yes,Female,"Yes, always",No,Used to have but don't have now,"Yes, always",Don't know or N/A,Don't know or N/A,No,No,Yes,Yes,No,Used to have but don't have now,Never had,Have now,Yes,33.754147626364094,Used to have but don't have now,Used to have but don't have now,No,Never had,Never had,Low
ID_DUMMY000843,lesotho,22.67674885396282,No,No,Yes,Yes,Don't know or N/A,1134.764388428897,968.6733589105403,2800.5332089162057,2.0662784760868442,Never had,Used to have but don't have now,Yes,Yes,Male,No,Yes,Have now,"Yes, always",Don't know or N/A,Yes,No,Yes,Don't know,No,No,Have now,Never had,Have now,No,0.8510175329245184,Used to have but don't have now,Used to have but don't have now,Yes,Used to have but don't have now,Have now,Low
ID_DUMMY000844,malawi,51.4156749315938,Don't know or N/A,No,Yes,Yes,Yes,8550.934441236142,823.6055144459294,1265.5318942052986,7.805221276493058,Never had,Used to have but don't have now,,No,Male,"Yes, sometimes",Yes,Used to have but don't have now,"Yes, sometimes",Yes,No,Yes,Yes,Yes,Yes,No,Have now,Never had,Never had,Yes,73.95488980249736,Used to have but don't have now,Have now,No,Have now,Used to have but don't have now,Medium
ID_DUMMY000845,eswatini,41.515770393798405,Yes,No,No,Yes,Yes,1166.47107129601,247.32444034432277,134.1059989327819,7.342544524046479,Have now,Never had,No,No,Male,No,No,Never had,"Yes, sometimes",No,Yes,No,No,Don't know,Yes,No,Have now,Have now,Used to have but don't have now,Yes,97.31222312071327,Never had,Have now,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_DUMMY000846,zimbabwe,46.92836230127994,Yes,No,No,No,Yes,2304.6431026823007,9048.932906316011,756.4123846106186,3.3070534120651933,Used to have but don't have now,Have now,No,No,Female,"Yes, always",Yes,Never had,"Yes, always",No,Yes,No,No,No,No,No,Used to have but don't have now,Never had,Never had,No,107.70387918265008,Used to have but don't have now,Have now,No,Used to have but don't have now,Never had,Medium
ID_DUMMY000847,zimbabwe,32.69979082384795,Don't know or N/A,Yes,No,Yes,Don't know or N/A,9750.371000833758,2027.2879184467502,3437.6760894356653,1.7064715619972592,Used to have but don't have now,Have now,Yes,Yes,Female,No,Yes,Never had,"Yes, sometimes",No,No,Yes,No,Don't know,No,Yes,Never had,Have now,Have now,Yes,114.27120940347885,Used to have but don't have now,Used to have but don't have now,Yes,Never had,Have now,Medium
ID_DUMMY000848,lesotho,68.66046391444526,No,No,No,No,Don't know or N/A,31841.103288934042,3242.9553642095693,2211.0846915640304,5.482280565637971,Never had,Have now,No,Yes,Female,"Yes, always",Yes,Have now,No,Yes,Yes,No,Yes,Yes,No,Yes,Used to have but don't have now,Used to have but don't have now,Used to have but don't have now,Yes,98.71889621765128,Used to have but don't have now,Never had,Yes,Never had,Have now,Low
ID_DUMMY000849,eswatini,40.31445703328843,Yes,Yes,Yes,No,No,1624.3635385680643,971.2889399647489,6.008851760205403,0.37476649081804897,Never had,Used to have but don't have now,,No,Female,"Yes, always",Yes,Have now,No,Don't know or N/A,Don't know or N/A,Yes,Yes,No,Yes,Yes,Have now,Never had,Never had,Yes,82.13224332831689,Used to have but don't have now,Used to have but don't have now,No,Have now,Never had,Low
ID_DUMMY000850,lesotho,59.11203997939461,Yes,Yes,No,Don't know or N/A,No,3098.5456698139083,184.29815811901784,1652.7828509733622,5.224271765635617,Used to have but don't have now,Have now,No,Yes,Male,"Yes, sometimes",Yes,Have now,No,Don't know or N/A,Don't know or N/A,Yes,Yes,Don't know,Yes,Yes,Have now,Never had,Never had,No,20.686363452619947,Have now,Have now,Yes,Used to have but don't have now,Have now,Medium
ID_DUMMY000851,lesotho,43.49136837207382,Yes,Yes,No,No,Don't know or N/A,20245.326630409178,334.84820591269204,1922.1787229428096,4.928644911053797,Never had,Never had,Yes,No,Female,"Yes, always",Yes,Have now,No,No,No,Yes,No,Don't know,No,No,Never had,Used to have but don't have now,Used to have but don't have now,No,30.38386884153723,Never had,Have now,Yes,Have now,Have now,Medium
ID_DUMMY000852,malawi,46.22645416528147,Yes,Yes,No,Yes,Yes,8035.383791969774,1099.2996201376031,3814.6004366858865,3.034451838415383,Used to have but don't have now,Never had,No,No,Female,"Yes, always",Yes,Never had,"Yes, sometimes",No,No,Yes,Yes,Yes,No,No,Never had,Never had,Have now,Yes,90.41707265357768,Used to have but don't have now,Used to have but don't have now,Yes,Never had,Never had,Medium
ID_DUMMY000853,malawi,41.663742204521014,Don't know or N/A,Yes,Yes,Don't know or N/A,No,339.5928505443744,298.1535307231597,2156.11641752521,2.706287435673569,Never had,Never had,No,Yes,Male,"Yes, sometimes",Yes,Have now,"Yes, sometimes",No,No,No,Yes,No,No,No,Never had,Have now,Used to have but don't have now,No,102.39417582806423,Never had,Never had,No,Never had,Never had,Low
ID_DUMMY000854,lesotho,37.169001648254515,No,No,Yes,Don't know or N/A,Yes,1321.11256254091,491.6981410410051,3074.656972242865,4.879379091062655,Have now,Used to have but don't have now,Yes,No,Male,"Yes, sometimes",Yes,Used to have but don't have now,"Yes, always",Don't know or N/A,Don't know or N/A,No,Yes,No,No,No,Never had,Have now,Never had,Yes,42.728075894297376,Used to have but don't have now,Have now,Yes,Have now,Have now,Medium
ID_DUMMY000855,eswatini,32.01493242244648,Don't know or N/A,Yes,No,No,No,12629.706425777955,163.20418799081668,6026.443019439446,6.25288175888835,Have now,Used to have but don't have now,,No,Female,"Yes, always",Yes,Have now,"Yes, always",Don't know or N/A,No,No,Yes,Yes,No,Yes,Used to have but don't have now,Never had,Never had,No,104.84136414728985,Have now,Have now,Yes,Used to have but don't have now,Have now,Medium
ID_DUMMY000856,eswatini,28.066857738402494,Yes,Yes,Yes,Yes,Don't know or N/A,4910.329758854168,185.93845333347153,1147.1388225812693,6.0256655338588665,Never had,Used to have but don't have now,Yes,No,Female,"Yes, always",Yes,Never had,No,No,Don't know or N/A,No,No,Don't know,Yes,No,Used to have but don't have now,Used to have but don't have now,Never had,Yes,91.06417613015395,Have now,Have now,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_DUMMY000857,malawi,40.1821953104852,Yes,No,No,Don't know or N/A,No,424.27712912632546,2888.1792586649585,1872.2313388660673,3.836003145142411,Used to have but don't have now,Used to have but don't have now,Yes,Yes,Male,"Yes, sometimes",No,Never had,"Yes, always",Yes,Yes,No,No,No,Yes,Yes,Have now,Have now,Never had,No,47.30285935198896,Never had,Used to have but don't have now,Yes,Never had,Used to have but don't have now,Medium
ID_DUMMY000858,eswatini,39.70920599356369,Don't know or N/A,Yes,No,Yes,Yes,33021.11538464458,212.10771213123584,5.941330726101183,9.379565637224465,Never had,Never had,,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Don't know or N/A,No,No,Yes,No,Yes,No,Never had,Never had,Used to have but don't have now,Yes,99.83298500256626,Never had,Used to have but don't have now,No,Never had,Have now,Medium
ID_DUMMY000859,lesotho,19.711940468722577,Don't know or N/A,Yes,Yes,Yes,No,421.1549879218425,68379.38132699169,1043.0463514517542,1.3612567743746915,Never had,Used to have but don't have now,No,Yes,Female,"Yes, sometimes",No,Have now,No,No,No,No,Yes,Don't know,Yes,Yes,Never had,Have now,Never had,No,95.27461016587087,Have now,Used to have but don't have now,Yes,Used to have but don't have now,Used to have but don't have now,Low
